stat_id,match_id,player_id,team_id,runs,balls_faced,fours,sixes,wickets,overs,runs_conceded,catches,stumpings,created_at
637,170411,1452800,504,0,0,0,0,2,4.0,33,0,0,2026-09-02 11:34:15.560
638,170411,18315,504,0,0,0,0,0,4.0,22,0,0,2026-09-02 11:34:15.563
639,170411,18330,504,0,0,0,0,0,3.0,36,0,0,2026-09-02 11:34:15.567
640,170411,1476967,504,0,0,0,0,1,4.0,20,0,0,2026-09-02 11:34:15.567
641,170411,1478777,504,0,0,0,0,2,4.0,22,0,0,2026-09-02 11:34:15.570
642,170411,45841,504,0,0,0,0,0,1.0,12,0,0,2026-09-02 11:34:15.570
643,169913,23616,12,34,35,4,1,0,0.0,0,0,0,2026-09-02 11:34:17.340
644,169913,13957,12,24,12,4,1,0,0.0,0,0,0,2026-09-02 11:34:17.377
645,169913,13415,12,17,17,1,0,0,0.0,0,0,0,2026-09-02 11:34:17.380
646,169913,9354,12,10,17,0,0,0,3.0,27,0,0,2026-09-02 11:34:17.380
647,169913,8454,12,4,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:17.403
648,169913,13451,12,12,14,1,0,0,1.0,7,0,0,2026-09-02 11:34:17.423
649,169913,15877,12,30,13,1,3,0,0.0,0,0,0,2026-09-02 11:34:17.443
650,169913,19592,12,4,2,1,0,1,2.4,19,0,0,2026-09-02 11:34:17.447
651,169913,54385,12,2,2,0,0,1,2.0,31,0,0,2026-09-02 11:34:17.463
652,169913,13316,12,0,1,0,0,1,3.0,30,0,0,2026-09-02 11:34:17.483
653,169913,278,12,0,0,0,0,0,2.0,32,0,0,2026-09-02 11:34:17.483
654,169913,13098,11,0,0,0,0,1,4.0,20,0,0,2026-09-02 11:34:17.513
655,169913,18523,11,0,0,0,0,3,4.0,45,0,0,2026-09-02 11:34:17.533
656,169913,8530,11,0,0,0,0,2,4.0,27,0,0,2026-09-02 11:34:17.557
657,169913,23346,11,0,0,0,0,1,4.0,24,0,0,2026-09-02 11:34:17.560
658,169913,10676,11,0,0,0,0,1,4.0,25,0,0,2026-09-02 11:34:17.560
659,169913,50545,11,22,13,4,0,0,0.0,0,0,0,2026-09-02 11:34:17.600
660,169913,21386,11,20,13,4,0,0,0.0,0,0,0,2026-09-02 11:34:17.617
661,169913,20538,11,75,32,7,6,0,0.0,0,0,0,2026-09-02 11:34:17.617
662,169913,11196,11,15,17,0,1,0,0.0,0,0,0,2026-09-02 11:34:17.620
663,169913,14797,11,11,7,2,0,0,0.0,0,0,0,2026-09-02 11:34:17.620
664,169913,24622,11,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:17.633
665,169641,1426714,1987,22,28,4,0,0,2.0,14,0,0,2026-09-02 11:34:19.603
666,169641,1426741,1987,26,46,1,0,0,4.0,24,0,0,2026-09-02 11:34:19.630
667,169641,1426685,1987,21,21,2,0,0,0.0,0,0,0,2026-09-02 11:34:19.650
668,169641,1476060,1987,21,18,2,0,0,4.0,29,0,0,2026-09-02 11:34:19.670
669,169641,1456428,1987,11,6,2,0,0,4.0,16,0,0,2026-09-02 11:34:19.690
670,169641,1475977,1987,1,3,0,0,3,4.0,31,0,0,2026-09-02 11:34:19.707
671,169641,1427045,1987,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.720
672,169641,1456413,1987,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.733
673,169641,1456402,1987,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.733
674,169641,1475987,1987,0,0,0,0,0,0.4,9,0,0,2026-09-02 11:34:19.747
675,169641,1452569,1987,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.750
676,169641,46919,1104,26,29,1,0,0,4.0,16,0,0,2026-09-02 11:34:19.760
677,169641,1474583,1104,0,0,0,0,0,4.0,27,0,0,2026-09-02 11:34:19.777
678,169641,27604,1104,2,8,0,0,0,4.0,31,0,0,2026-09-02 11:34:19.777
679,169641,1474594,1104,4,6,0,0,2,3.0,7,0,0,2026-09-02 11:34:19.780
680,169641,27606,1104,0,0,0,0,1,2.0,15,0,0,2026-09-02 11:34:19.780
681,169641,27548,1104,12,20,1,0,1,3.0,23,0,0,2026-09-02 11:34:19.810
682,169641,1429185,1104,8,8,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.890
683,169641,46912,1104,30,25,4,0,0,0.0,0,0,0,2026-09-02 11:34:19.983
684,169641,1429158,1104,26,17,5,0,0,0.0,0,0,0,2026-09-02 11:34:19.997
685,169641,27543,1104,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:19.997
686,169641,1478601,1104,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:20.020
687,169270,10103,575,18,20,3,0,0,0.0,0,0,0,2026-09-02 11:34:21.937
688,169270,6534,575,60,37,8,1,0,0.0,0,0,0,2026-09-02 11:34:21.957
689,169270,10045,575,4,5,0,0,0,3.0,24,0,0,2026-09-02 11:34:21.977
690,169270,1437,575,4,6,0,0,0,0.0,0,0,0,2026-09-02 11:34:21.980
691,169270,1398,575,51,27,2,4,0,0.0,0,0,0,2026-09-02 11:34:22.000
692,169270,9365,575,25,16,2,1,0,0.0,0,0,0,2026-09-02 11:34:22.000
693,169270,9383,575,10,11,0,0,0,1.0,16,0,0,2026-09-02 11:34:22.003
694,169270,9720,575,0,0,0,0,1,4.0,35,0,0,2026-09-02 11:34:22.020
695,169270,9357,575,0,0,0,0,3,3.3,28,0,0,2026-09-02 11:34:22.023
696,169270,11450,575,0,0,0,0,2,4.0,25,0,0,2026-09-02 11:34:22.037
697,169270,9603,575,0,0,0,0,4,4.0,21,0,0,2026-09-02 11:34:22.050
698,169270,6647,576,3,6,0,0,1,4.0,24,0,0,2026-09-02 11:34:22.067
699,169270,1463082,576,14,7,0,1,2,4.0,29,0,0,2026-09-02 11:34:22.080
700,169270,11128,576,1,2,0,0,0,4.0,33,0,0,2026-09-02 11:34:22.083
701,169270,6329,576,5,5,1,0,1,3.0,39,0,0,2026-09-02 11:34:22.083
702,169270,1593,576,0,2,0,0,1,4.0,43,0,0,2026-09-02 11:34:22.097
703,169270,10713,576,10,10,0,0,0,1.0,12,0,0,2026-09-02 11:34:22.100
704,169270,18987,576,0,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:22.103
705,169270,6642,576,13,14,2,0,0,0.0,0,0,0,2026-09-02 11:34:22.103
706,169270,11130,576,75,45,8,3,0,0.0,0,0,0,2026-09-02 11:34:22.117
707,169270,20241,576,20,15,2,0,0,0.0,0,0,0,2026-09-02 11:34:22.153
708,169270,16119,576,5,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:22.157
709,170407,1428823,504,19,17,2,0,0,2.0,18,0,0,2026-09-02 11:34:24.033
710,170407,1476977,504,9,18,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.033
711,170407,27856,504,4,8,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.037
712,170407,1452800,504,17,25,0,0,1,4.0,21,0,0,2026-09-02 11:34:24.037
713,170407,18315,504,17,19,1,0,2,4.0,22,0,0,2026-09-02 11:34:24.040
714,170407,1452785,504,11,9,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.040
715,170407,1477007,504,0,2,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.060
716,170407,45841,504,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.063
717,170407,18314,504,8,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.063
718,170407,18330,504,1,6,0,0,1,3.4,25,0,0,2026-09-02 11:34:24.067
719,170407,1476967,504,6,9,0,0,1,4.0,23,0,0,2026-09-02 11:34:24.067
720,170407,48885,508,3,2,0,0,1,4.0,22,0,0,2026-09-02 11:34:24.070
721,170407,1478790,508,45,49,5,0,2,4.0,23,0,0,2026-09-02 11:34:24.070
722,170407,1478797,508,3,4,0,0,1,3.0,13,0,0,2026-09-02 11:34:24.073
723,170407,48862,508,7,7,1,0,0,4.0,23,0,0,2026-09-02 11:34:24.077
724,170407,49074,508,21,23,2,0,0,2.0,17,0,0,2026-09-02 11:34:24.077
725,170407,1476261,508,0,0,0,0,4,3.0,11,0,0,2026-09-02 11:34:24.080
726,170407,1425758,508,2,6,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.087
727,170407,48906,508,3,8,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.113
728,170407,1425792,508,5,5,1,0,0,0.0,0,0,0,2026-09-02 11:34:24.130
729,170407,1462445,508,0,2,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.130
730,170407,48913,508,1,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:24.147
731,169631,47794,1668,4,13,0,0,0,4.0,6,0,0,2026-09-02 11:34:26.287
732,169631,50257,1668,14,24,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.290
733,169631,47808,1668,0,4,0,0,1,4.0,30,0,0,2026-09-02 11:34:26.290
734,169631,50236,1668,37,41,3,0,0,0.0,0,0,0,2026-09-02 11:34:26.313
735,169631,1478673,1668,2,6,0,0,1,2.0,21,0,0,2026-09-02 11:34:26.317
736,169631,47840,1668,7,7,0,0,2,4.0,23,0,0,2026-09-02 11:34:26.317
737,169631,50264,1668,21,28,1,0,0,3.0,17,0,0,2026-09-02 11:34:26.340
738,169631,1452809,1668,0,0,0,0,0,1.0,12,0,0,2026-09-02 11:34:26.360
739,169631,1470503,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.360
740,169631,47843,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.363
741,169631,1470536,1668,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.367
742,169631,1429084,1055,0,0,0,0,0,3.0,10,0,0,2026-09-02 11:34:26.367
743,169631,1429075,1055,2,5,0,0,1,3.0,13,0,0,2026-09-02 11:34:26.370
744,169631,34212,1055,0,0,0,0,1,2.0,13,0,0,2026-09-02 11:34:26.370
745,169631,34219,1055,0,0,0,0,1,2.0,18,0,0,2026-09-02 11:34:26.373
746,169631,48403,1055,0,7,0,0,0,4.0,21,0,0,2026-09-02 11:34:26.377
747,169631,34193,1055,5,14,0,0,0,4.0,19,0,0,2026-09-02 11:34:26.377
748,169631,1462301,1055,0,0,0,0,0,2.0,10,0,0,2026-09-02 11:34:26.380
749,169631,34200,1055,11,17,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.400
750,169631,34172,1055,45,46,3,0,0,0.0,0,0,0,2026-09-02 11:34:26.403
751,169631,42936,1055,24,23,1,0,0,0.0,0,0,0,2026-09-02 11:34:26.420
752,169631,48927,1055,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:26.497
753,154502,1467475,262,28,27,0,3,0,0.0,0,0,0,2026-09-02 11:34:28.330
754,154502,1478611,262,13,15,1,1,0,0.0,0,0,0,2026-09-02 11:34:28.333
755,154502,8520,262,11,17,2,0,0,0.0,0,0,0,2026-09-02 11:34:28.337
756,154502,15807,262,6,11,0,0,0,0.0,0,0,0,2026-09-02 11:34:28.337
757,154502,13748,262,12,18,1,0,0,0.0,0,0,0,2026-09-02 11:34:28.340
758,154502,10162,262,27,17,1,2,1,4.0,20,0,0,2026-09-02 11:34:28.343
759,154502,9793,262,7,5,1,0,0,1.0,12,0,0,2026-09-02 11:34:28.343
760,154502,13162,262,0,2,0,0,0,2.0,17,0,0,2026-09-02 11:34:28.347
761,154502,23301,262,15,7,3,0,0,1.0,16,0,0,2026-09-02 11:34:28.350
762,154502,12071,262,3,1,0,0,1,4.0,39,0,0,2026-09-02 11:34:28.350
763,154502,15818,262,0,0,0,0,1,2.5,20,0,0,2026-09-02 11:34:28.353
764,154502,2276,271,55,33,1,6,2,4.0,14,0,0,2026-09-02 11:34:28.353
765,154502,8435,271,0,0,0,0,1,3.0,27,0,0,2026-09-02 11:34:28.357
766,154502,11211,271,6,9,0,0,1,4.0,30,0,0,2026-09-02 11:34:28.360
767,154502,55799,271,0,0,0,0,1,4.0,11,0,0,2026-09-02 11:34:28.360
768,154502,657,271,12,11,1,0,2,3.0,19,0,0,2026-09-02 11:34:28.363
769,154502,1477381,271,0,0,0,0,1,2.0,24,0,0,2026-09-02 11:34:28.367
770,154502,8085,271,37,26,5,1,0,0.0,0,0,0,2026-09-02 11:34:28.370
771,154502,9406,271,12,10,1,1,0,0.0,0,0,0,2026-09-02 11:34:28.387
772,154502,6734,271,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:28.417
773,154502,46681,271,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:28.420
774,154502,13750,271,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:28.420
775,169797,20106,382,11,17,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.277
776,169797,15395,382,19,19,1,0,2,4.0,22,0,0,2026-09-02 11:34:30.277
777,169797,11942,382,27,41,2,0,0,0.0,0,0,0,2026-09-02 11:34:30.290
778,169797,11934,382,43,31,4,2,0,0.0,0,0,0,2026-09-02 11:34:30.290
779,169797,11938,382,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.293
780,169797,1478501,382,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.297
781,169797,11935,382,2,4,0,0,1,4.0,24,0,0,2026-09-02 11:34:30.297
782,169797,22001,382,4,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.300
783,169797,20111,382,2,2,0,0,0,4.0,18,0,0,2026-09-02 11:34:30.300
784,169797,13721,382,0,1,0,0,3,4.0,27,0,0,2026-09-02 11:34:30.313
785,169797,16794,382,0,1,0,0,1,4.0,23,0,0,2026-09-02 11:34:30.313
786,169797,14775,502,28,20,4,0,2,4.0,18,0,0,2026-09-02 11:34:30.317
787,169797,25142,502,0,0,0,0,3,4.0,37,0,0,2026-09-02 11:34:30.317
788,169797,25098,502,10,16,0,0,0,3.0,16,0,0,2026-09-02 11:34:30.320
789,169797,25163,502,22,11,4,0,4,4.0,11,0,0,2026-09-02 11:34:30.320
790,169797,25149,502,2,2,0,0,0,3.0,22,0,0,2026-09-02 11:34:30.320
791,169797,1427178,502,8,11,0,0,0,2.0,13,0,0,2026-09-02 11:34:30.323
792,169797,25126,502,0,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.337
793,169797,25121,502,28,41,2,0,0,0.0,0,0,0,2026-09-02 11:34:30.337
794,169797,25140,502,8,10,1,0,0,0.0,0,0,0,2026-09-02 11:34:30.357
795,169797,45176,502,8,5,1,0,0,0.0,0,0,0,2026-09-02 11:34:30.367
796,169797,37271,502,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:30.390
797,170397,34382,1048,35,36,5,0,1,1.0,8,0,0,2026-09-02 11:34:32.123
798,170397,34380,1048,4,9,1,0,0,0.0,0,0,0,2026-09-02 11:34:32.127
799,170397,34319,1048,39,33,3,1,0,0.0,0,0,0,2026-09-02 11:34:32.127
800,170397,34352,1048,56,28,9,0,0,1.0,5,0,0,2026-09-02 11:34:32.130
801,170397,1431323,1048,0,2,0,0,0,1.0,4,0,0,2026-09-02 11:34:32.133
802,170397,34333,1048,2,1,0,0,0,3.0,14,0,0,2026-09-02 11:34:32.133
803,170397,1478757,1048,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.137
804,170397,49233,1048,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.140
805,170397,45817,1048,0,0,0,0,1,4.0,12,0,0,2026-09-02 11:34:32.140
806,170397,1453367,1048,0,0,0,0,1,4.0,10,0,0,2026-09-02 11:34:32.143
807,170397,1431321,1048,0,0,0,0,2,4.0,21,0,0,2026-09-02 11:34:32.143
808,170397,48885,508,4,10,0,0,1,3.0,15,0,0,2026-09-02 11:34:32.147
809,170397,1478797,508,11,15,1,0,2,4.0,27,0,0,2026-09-02 11:34:32.150
810,170397,48862,508,2,2,0,0,1,3.0,21,0,0,2026-09-02 11:34:32.150
811,170397,1425767,508,1,1,0,0,0,2.0,21,0,0,2026-09-02 11:34:32.153
812,170397,1478790,508,10,17,0,0,0,1.0,12,0,0,2026-09-02 11:34:32.157
813,170397,49074,508,1,2,0,0,0,2.0,23,0,0,2026-09-02 11:34:32.157
814,170397,1425758,508,4,9,0,0,0,3.0,26,0,0,2026-09-02 11:34:32.160
815,170397,1452164,508,2,15,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.167
816,170397,48906,508,6,11,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.187
817,170397,1425792,508,3,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.217
818,170397,48913,508,14,24,0,0,0,0.0,0,0,0,2026-09-02 11:34:32.250
819,167040,12567,368,13,12,1,1,0,0.0,0,0,0,2026-09-02 11:34:34.070
820,167040,12626,368,11,7,1,1,0,0.0,0,0,0,2026-09-02 11:34:34.073
821,167040,46559,368,39,33,3,1,0,0.0,0,0,0,2026-09-02 11:34:34.073
822,167040,1427488,368,82,47,7,5,0,0.0,0,0,0,2026-09-02 11:34:34.077
823,167040,10226,368,1,2,0,0,3,2.2,10,0,0,2026-09-02 11:34:34.080
824,167040,1457020,368,6,7,1,0,0,0.0,0,0,0,2026-09-02 11:34:34.080
825,167040,51949,368,13,9,2,0,0,0.0,0,0,0,2026-09-02 11:34:34.083
826,167040,12927,368,1,2,0,0,2,4.0,30,0,0,2026-09-02 11:34:34.087
827,167040,19861,368,2,1,0,0,0,2.0,17,0,0,2026-09-02 11:34:34.087
828,167040,12930,368,0,0,0,0,3,3.0,18,0,0,2026-09-02 11:34:34.090
829,167040,12636,368,0,0,0,0,1,3.0,23,0,0,2026-09-02 11:34:34.093
830,167040,46230,369,0,1,0,0,0,2.0,30,0,0,2026-09-02 11:34:34.093
831,167040,19807,369,2,4,0,0,1,4.0,20,0,0,2026-09-02 11:34:34.097
832,167040,19907,369,3,5,0,0,4,4.0,30,0,0,2026-09-02 11:34:34.100
833,167040,11648,369,1,2,0,0,1,3.0,33,0,0,2026-09-02 11:34:34.100
834,167040,46205,369,0,1,0,0,0,4.0,28,0,0,2026-09-02 11:34:34.103
835,167040,15277,369,0,0,0,0,0,3.0,36,0,0,2026-09-02 11:34:34.107
836,167040,1428325,369,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:34.110
837,167040,1476761,369,0,2,0,0,0,0.0,0,0,0,2026-09-02 11:34:34.110
838,167040,11622,369,40,28,2,3,0,0.0,0,0,0,2026-09-02 11:34:34.113
839,167040,1476741,369,24,14,3,0,0,0.0,0,0,0,2026-09-02 11:34:34.117
840,167040,10256,369,24,25,1,0,0,0.0,0,0,0,2026-09-02 11:34:34.117
841,167040,19791,369,1,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:34.140
842,169221,1458987,2620,20,9,0,3,0,0.0,0,0,0,2026-09-02 11:34:35.920
843,169221,10893,2620,25,26,1,1,0,0.0,0,0,0,2026-09-02 11:34:35.923
844,169221,1460916,2620,3,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:35.923
845,169221,12619,2620,106,46,5,10,3,3.0,25,0,0,2026-09-02 11:34:35.927
846,169221,1459394,2620,16,17,1,0,0,1.0,11,0,0,2026-09-02 11:34:35.930
847,169221,1429626,2620,11,4,1,1,0,0.0,0,0,0,2026-09-02 11:34:35.930
848,169221,1458968,2620,24,12,2,2,0,0.0,0,0,0,2026-09-02 11:34:35.933
849,169221,53510,2620,0,0,0,0,2,4.0,27,0,0,2026-09-02 11:34:35.937
850,169221,12639,2620,0,0,0,0,2,4.0,19,0,0,2026-09-02 11:34:35.937
851,169221,13537,2620,0,0,0,0,0,2.0,21,0,0,2026-09-02 11:34:35.940
852,169221,1458991,2620,0,0,0,0,2,2.4,32,0,0,2026-09-02 11:34:35.940
853,169221,1459321,2645,25,10,4,1,1,4.0,51,0,0,2026-09-02 11:34:35.943
854,169221,9507,2645,5,3,1,0,2,4.0,41,0,0,2026-09-02 11:34:35.947
855,169221,1459299,2645,5,3,1,0,0,2.0,23,0,0,2026-09-02 11:34:35.947
856,169221,1448289,2645,5,10,1,0,0,4.0,19,0,0,2026-09-02 11:34:35.950
857,169221,1460806,2645,0,0,0,0,1,3.0,42,0,0,2026-09-02 11:34:35.953
858,169221,24256,2645,0,1,0,0,1,3.0,35,0,0,2026-09-02 11:34:35.953
859,169221,1477817,2645,2,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:35.957
860,169221,14079,2645,45,28,4,3,0,0.0,0,0,0,2026-09-02 11:34:35.960
861,169221,1478061,2645,34,21,2,3,0,0.0,0,0,0,2026-09-02 11:34:35.980
862,169221,13135,2645,5,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:35.980
863,169221,13252,2645,1,3,0,0,0,0.0,0,0,0,2026-09-02 11:34:35.983
864,169221,15718,2645,15,16,0,1,0,0.0,0,0,0,2026-09-02 11:34:35.987
865,169221,1458925,2620,0,0,0,0,1,1.0,9,0,0,2026-09-02 11:34:36.167
866,169621,1426685,1987,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.793
867,169621,1426741,1987,0,3,0,0,0,4.0,14,0,0,2026-09-02 11:34:38.793
868,169621,1426714,1987,8,11,0,0,0,1.0,10,0,0,2026-09-02 11:34:38.797
869,169621,1456428,1987,6,17,0,0,0,4.0,15,0,0,2026-09-02 11:34:38.800
870,169621,1476060,1987,4,2,1,0,0,3.0,15,0,0,2026-09-02 11:34:38.800
871,169621,1427045,1987,23,48,1,0,0,0.0,0,0,0,2026-09-02 11:34:38.803
872,169621,1427043,1987,0,5,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.803
873,169621,1475977,1987,6,13,0,0,1,4.0,13,0,0,2026-09-02 11:34:38.807
874,169621,1475987,1987,4,10,0,0,0,0.4,7,0,0,2026-09-02 11:34:38.810
875,169621,1452569,1987,0,5,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.810
876,169621,1452578,1987,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.813
877,169621,25385,775,6,11,0,0,2,4.0,9,0,0,2026-09-02 11:34:38.813
878,169621,29559,775,13,20,2,0,1,4.0,22,0,0,2026-09-02 11:34:38.817
879,169621,18279,775,2,4,0,0,2,4.0,12,0,0,2026-09-02 11:34:38.820
880,169621,18239,775,21,24,2,0,2,4.0,10,0,0,2026-09-02 11:34:38.820
881,169621,47623,775,0,2,0,0,2,3.2,19,0,0,2026-09-02 11:34:38.820
882,169621,43384,775,8,27,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.860
883,169621,1430801,775,3,12,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.877
884,169621,25392,775,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.907
885,169621,49515,775,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.910
886,169621,1456459,775,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.910
887,169621,1478787,775,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:38.910
888,169901,20262,161,41,29,3,2,0,0.0,0,0,0,2026-09-02 11:34:40.723
889,169901,8522,161,60,38,6,2,0,0.0,0,0,0,2026-09-02 11:34:40.727
890,169901,7973,161,19,17,2,0,1,2.0,7,0,0,2026-09-02 11:34:40.730
891,169901,13438,161,4,5,0,0,0,0.0,0,0,0,2026-09-02 11:34:40.730
892,169901,9890,161,5,4,1,0,0,0.0,0,0,0,2026-09-02 11:34:40.733
893,169901,53940,161,13,15,1,0,0,0.0,0,0,0,2026-09-02 11:34:40.737
894,169901,9885,161,0,2,0,0,3,4.0,31,0,0,2026-09-02 11:34:40.760
895,169901,14431,161,12,6,0,1,3,4.0,24,0,0,2026-09-02 11:34:40.760
896,169901,10769,161,0,1,0,0,0,2.0,25,0,0,2026-09-02 11:34:40.763
897,169901,53954,161,2,3,0,0,1,4.0,29,0,0,2026-09-02 11:34:40.763
898,169901,1463330,161,0,0,0,0,1,4.0,27,0,0,2026-09-02 11:34:40.767
899,169901,18523,11,25,17,1,1,2,4.0,32,0,0,2026-09-02 11:34:40.770
900,169901,53408,11,0,3,0,0,1,4.0,39,0,0,2026-09-02 11:34:40.770
901,169901,8530,11,0,1,0,0,3,4.0,32,0,0,2026-09-02 11:34:40.770
902,169901,11208,11,0,0,0,0,0,1.3,16,0,0,2026-09-02 11:34:40.773
903,169901,10676,11,0,2,0,0,2,4.0,17,0,0,2026-09-02 11:34:40.777
904,169901,21386,11,7,9,0,0,0,0.3,3,0,0,2026-09-02 11:34:40.777
905,169901,20538,11,75,50,4,5,1,2.0,22,0,0,2026-09-02 11:34:40.780
906,169901,50545,11,9,9,0,0,0,0.0,0,0,0,2026-09-02 11:34:40.780
907,169901,11196,11,9,13,1,0,0,0.0,0,0,0,2026-09-02 11:34:40.813
908,169901,14797,11,12,9,2,0,0,0.0,0,0,0,2026-09-02 11:34:40.813
909,169901,24622,11,4,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:40.817
910,170157,29816,188,106,144,9,0,0,0.0,0,0,0,2026-09-02 11:34:42.663
911,170157,1423987,188,46,47,9,0,1,8.0,32,0,0,2026-09-02 11:34:42.667
912,170157,13761,188,69,74,9,1,0,0.0,0,0,0,2026-09-02 11:34:42.670
913,170157,13770,188,18,30,0,0,0,2.0,7,0,0,2026-09-02 11:34:42.670
914,170157,15387,188,4,6,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.673
915,170157,48302,188,0,0,0,0,1,8.0,30,0,0,2026-09-02 11:34:42.673
916,170157,15385,188,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.677
917,170157,15383,188,0,0,0,0,2,10.0,41,0,0,2026-09-02 11:34:42.680
918,170157,50355,188,0,0,0,0,1,5.5,27,0,0,2026-09-02 11:34:42.680
919,170157,13771,188,0,0,0,0,3,10.0,42,0,0,2026-09-02 11:34:42.683
920,170157,15382,188,0,0,0,0,0,5.0,26,0,0,2026-09-02 11:34:42.687
921,170157,1429057,389,10,18,1,0,0,10.0,75,0,0,2026-09-02 11:34:42.687
922,170157,38223,389,3,11,0,0,0,7.0,39,0,0,2026-09-02 11:34:42.690
923,170157,38251,389,0,2,0,0,0,10.0,42,0,0,2026-09-02 11:34:42.690
924,170157,12298,389,19,38,1,0,1,10.0,35,0,0,2026-09-02 11:34:42.693
925,170157,38209,389,4,15,0,0,1,9.0,55,0,0,2026-09-02 11:34:42.697
926,170157,15390,389,33,38,3,0,0,4.0,23,0,0,2026-09-02 11:34:42.700
927,170157,38216,389,15,46,1,0,0,0.0,0,0,0,2026-09-02 11:34:42.717
928,170157,1449981,389,79,102,6,0,0,0.0,0,0,0,2026-09-02 11:34:42.717
929,170157,1449970,389,0,1,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.720
930,170157,1478581,389,5,16,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.737
931,170157,1478591,389,5,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.740
932,170157,15391,389,0,0,0,0,0,0.0,0,0,0,2026-09-02 11:34:42.800
933,169611,1458012,902,5,11,0,0,0,3.0,23,0,0,2026-09-02 11:34:44.613
934,169611,1458008,902,2,7,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.613
935,169611,45757,902,15,18,3,0,1,4.0,14,0,0,2026-09-02 11:34:44.617
936,169611,45750,902,2,8,0,0,0,3.0,16,0,0,2026-09-02 11:34:44.620
937,169611,45764,902,10,10,1,0,1,4.0,15,0,0,2026-09-02 11:34:44.620
938,169611,1458021,902,25,31,3,0,0,0.0,0,0,0,2026-09-02 11:34:44.623
939,169611,1463548,902,21,29,2,0,0,0.0,0,0,0,2026-09-02 11:34:44.627
940,169611,1478703,902,0,2,0,0,0,3.0,18,0,0,2026-09-02 11:34:44.627
941,169611,1478693,902,1,4,0,0,0,0.0,0,0,0,2026-09-02 11:34:44.630
